id,treatment,tofrom,value,role,resp,round,rounds,old
93,3,75,16,0,1,2,2,0
93,3,77,16,0,1,2,2,0
93,3,79,16,0,1,2,2,0
93,3,68,16,0,1,2,2,0
93,3,70,16,0,1,2,2,0
93,3,71,16,0,1,2,2,0
93,3,72,16,0,1,2,2,0
94,3,86,15,0,1,1,2,0
94,3,88,20,0,1,1,2,0
94,3,92,15.5,0,1,1,2,0
94,3,80,20,0,1,1,2,0
94,3,81,15,0,1,1,2,0
94,3,82,20,0,1,1,2,0
94,3,83,15,0,1,1,2,0
94,3,84,12,0,0,1,2,0
94,3,75,15,0,1,2,2,0
94,3,77,15,0,1,2,2,0
94,3,79,15,0,1,2,2,0
94,3,68,15,0,1,2,2,0
94,3,70,15,0,1,2,2,0
94,3,71,15,0,1,2,2,0
94,3,72,15,0,1,2,2,0
94,3,74,15,0,0,2,2,0
95,3,88,4,0,0,1,2,0
95,3,92,4,0,0,1,2,0
95,3,80,4,0,0,1,2,0
95,3,81,4,0,1,1,2,0
95,3,82,4,0,0,1,2,0
95,3,83,4,0,1,1,2,0
95,3,84,4,0,0,1,2,0
95,3,86,4,0,0,1,2,0
95,3,77,5,0,0,2,2,0
95,3,79,5.0999999046,0,0,2,2,0
95,3,68,5,0,1,2,2,0
95,3,70,5,0,0,2,2,0
95,3,71,5,0,1,2,2,0
95,3,72,5.0999999046,0,0,2,2,0
95,3,74,5,0,0,2,2,0
95,3,75,5,0,1,2,2,0
96,3,92,20,0,1,1,2,0
96,3,80,20,0,1,1,2,0
96,3,81,17,0,1,1,2,0
96,3,82,20,0,1,1,2,0
96,3,83,24,0,1,1,2,0
96,3,84,25,0,1,1,2,0
96,3,86,22,0,1,1,2,0
96,3,88,16,0,1,1,2,0
96,3,79,15,0,1,2,2,0
96,3,68,15,0,1,2,2,0
96,3,70,16,0,1,2,2,0
96,3,71,17,0,1,2,2,0
96,3,72,15,0,1,2,2,0
96,3,74,15,0,0,2,2,0
96,3,75,16,0,1,2,2,0
96,3,77,17,0,1,2,2,0
97,4,98,25,0,1,1,2,0
97,4,100,25,0,1,1,2,0
97,4,101,25,0,1,1,2,0
97,4,102,25,0,1,1,2,0
97,4,103,25,0,1,1,2,0
97,4,104,25,0,1,1,2,0
97,4,111,25,0,1,1,2,0
97,4,112,25,0,1,2,2,0
97,4,116,25,0,1,2,2,0
97,4,118,25,0,1,2,2,0
97,4,120,25,0,1,2,2,0
97,4,122,25,0,1,2,2,0
97,4,124,25,0,1,2,2,0
97,4,125,25,0,1,2,2,0
99,4,100,20,0,1,1,2,0
99,4,101,20,0,1,1,2,0
99,4,102,21,0,1,1,2,0
99,4,103,21,0,1,1,2,0
99,4,104,21,0,1,1,2,0
99,4,111,23,0,1,1,2,0
99,4,98,19,0,1,1,2,0
99,4,116,16,0,1,2,2,0
99,4,118,16,0,1,2,2,0
99,4,120,17,0,0,2,2,0
99,4,122,17,0,1,2,2,0
99,4,124,15,0,1,2,2,0
99,4,125,18,0,1,2,2,0
99,4,112,15,0,1,2,2,0
105,4,101,16,0,1,1,2,0
105,4,102,16,0,1,1,2,0
105,4,103,16,0,1,1,2,0
105,4,104,16,0,1,1,2,0
105,4,111,16,0,1,1,2,0
105,4,98,16,0,1,1,2,0
105,4,100,16,0,1,1,2,0
105,4,118,15,0,1,2,2,0
105,4,120,15,0,0,2,2,0
105,4,122,15,0,1,2,2,0
105,4,124,15,0,1,2,2,0
105,4,125,15,0,1,2,2,0
105,4,112,15,0,1,2,2,0
105,4,116,15,0,1,2,2,0
106,4,102,27,0,1,1,2,0
106,4,103,27,0,1,1,2,0
106,4,104,27,0,1,1,2,0
106,4,111,27,0,1,1,2,0
106,4,98,27,0,1,1,2,0
106,4,100,27,0,1,1,2,0
106,4,101,27,0,1,1,2,0
106,4,120,25,0,1,2,2,0
106,4,122,25,0,1,2,2,0
106,4,124,25,0,1,2,2,0
106,4,125,25,0,1,2,2,0
106,4,112,24,0,1,2,2,0
106,4,116,25,0,1,2,2,0
106,4,118,25,0,1,2,2,0
107,4,103,18,0,1,1,2,0
107,4,104,23,0,1,1,2,0
107,4,111,25,0,1,1,2,0
107,4,98,18,0,1,1,2,0
107,4,100,20,0,1,1,2,0
107,4,101,18,0,1,1,2,0
107,4,102,20,0,1,1,2,0
107,4,122,16,0,1,2,2,0
107,4,124,16,0,1,2,2,0
107,4,125,18,0,1,2,2,0
107,4,112,18,0,1,2,2,0
107,4,116,16,0,1,2,2,0
107,4,118,16,0,1,2,2,0
107,4,120,16,0,0,2,2,0
109,4,104,10.8999996185,0,0,1,2,0
109,4,111,14.8999996185,0,1,1,2,0
109,4,98,10,0,1,1,2,0
109,4,100,10,0,1,1,2,0
109,4,101,10.3000001907,0,1,1,2,0
109,4,102,10.6999998093,0,1,1,2,0
109,4,103,10.8000001907,0,0,1,2,0
109,4,124,15.8999996185,0,1,2,2,0
109,4,125,15.8999996185,0,1,2,2,0
109,4,112,13,0,1,2,2,0
109,4,116,14.8999996185,0,1,2,2,0
109,4,118,15,0,1,2,2,0
109,4,120,15,0,0,2,2,0
109,4,122,15,0,1,2,2,0
113,4,111,23.5,0,1,1,2,0
113,4,98,25.5,0,1,1,2,0
113,4,100,29,0,1,1,2,0
113,4,101,22,0,1,1,2,0
113,4,102,26,0,1,1,2,0
113,4,103,20,0,1,1,2,0
113,4,104,27,0,1,1,2,0
113,4,125,19.2000007629,0,1,2,2,0
113,4,112,20.7000007629,0,1,2,2,0
113,4,116,19,0,1,2,2,0
113,4,118,23,0,1,2,2,0
113,4,120,18,0,0,2,2,0
113,4,122,21.7999992371,0,1,2,2,0
113,4,124,19,0,1,2,2,0
114,4,112,21.1000003815,0,1,1,2,0
114,4,116,21,0,1,1,2,0
114,4,118,21,0,1,1,2,0
114,4,120,21,0,1,1,2,0
114,4,122,21,0,1,1,2,0
114,4,124,21,0,1,1,2,0
114,4,125,21,0,1,1,2,0
114,4,98,19,0,1,2,2,0
114,4,100,19,0,1,2,2,0
114,4,101,19,0,1,2,2,0
114,4,102,19,0,1,2,2,0
114,4,103,19,0,1,2,2,0
114,4,104,13,0,1,2,2,0
114,4,111,19,0,1,2,2,0
115,4,116,27.5,0,1,1,2,0
115,4,118,27.5,0,1,1,2,0
115,4,120,27.5,0,1,1,2,0
115,4,122,27.5,0,1,1,2,0
115,4,124,27.5,0,1,1,2,0
115,4,125,27.5,0,1,1,2,0
115,4,112,27.5,0,1,1,2,0
115,4,100,27.5,0,1,2,2,0
115,4,101,27.5,0,1,2,2,0
115,4,102,27.5,0,1,2,2,0
115,4,103,27.5,0,1,2,2,0
115,4,104,27.5,0,1,2,2,0
115,4,111,27.5,0,1,2,2,0
115,4,98,27.5,0,1,2,2,0
117,4,118,5,0,0,1,2,0
117,4,120,5,0,0,1,2,0
117,4,122,5,0,0,1,2,0
117,4,124,5,0,1,1,2,0
117,4,125,5,0,0,1,2,0
117,4,112,5,0,0,1,2,0
117,4,116,5,0,0,1,2,0
117,4,101,10,0,1,2,2,0
117,4,102,10,0,1,2,2,0
117,4,103,10,0,1,2,2,0
117,4,104,10,0,0,2,2,0
117,4,111,10,0,1,2,2,0
117,4,98,10,0,1,2,2,0
117,4,100,10,0,1,2,2,0
119,4,120,17.5,0,0,1,2,0
119,4,122,16.7000007629,0,1,1,2,0
119,4,124,17,0,1,1,2,0
119,4,125,17,0,1,1,2,0
119,4,112,17,0,1,1,2,0
119,4,116,17,0,1,1,2,0
119,4,118,16.5,0,1,1,2,0
119,4,102,16.8999996185,0,1,2,2,0
119,4,103,16.8999996185,0,1,2,2,0
119,4,104,17.1000003815,0,1,2,2,0
119,4,111,17.1000003815,0,1,2,2,0
119,4,98,16.8999996185,0,1,2,2,0
119,4,100,17.2999992371,0,1,2,2,0
119,4,101,17,0,1,2,2,0
121,4,122,20,0,1,1,2,0
121,4,124,20,0,1,1,2,0
121,4,125,20,0,1,1,2,0
121,4,112,20,0,1,1,2,0
121,4,116,22,0,1,1,2,0
121,4,118,22,0,1,1,2,0
121,4,120,20,0,1,1,2,0
121,4,103,15,0,1,2,2,0
121,4,104,15,0,1,2,2,0
121,4,111,15,0,1,2,2,0
121,4,98,15,0,1,2,2,0
121,4,100,15,0,1,2,2,0
121,4,101,15,0,1,2,2,0
121,4,102,15,0,1,2,2,0
123,4,124,15,0,1,1,2,0
123,4,125,20,0,1,1,2,0
123,4,112,5,0,0,1,2,0
123,4,116,5,0,0,1,2,0
123,4,118,10,0,0,1,2,0
123,4,120,10,0,0,1,2,0
123,4,122,15,0,1,1,2,0
123,4,104,15,0,1,2,2,0
123,4,111,15,0,1,2,2,0
123,4,98,15,0,1,2,2,0
123,4,100,15,0,1,2,2,0
123,4,101,15,0,1,2,2,0
123,4,102,15,0,1,2,2,0
123,4,103,15,0,1,2,2,0
126,4,125,27.5,0,1,1,2,0
126,4,112,27.5,0,1,1,2,0
126,4,116,27.5,0,1,1,2,0
126,4,118,27.5,0,1,1,2,0
126,4,120,27.5,0,1,1,2,0
126,4,122,27.5,0,1,1,2,0
126,4,124,27.5,0,1,1,2,0
126,4,111,27.5,0,1,2,2,0
126,4,98,27.5,0,1,2,2,0
126,4,100,27.5,0,1,2,2,0
126,4,101,27.5,0,1,2,2,0
126,4,102,27.5,0,1,2,2,0
126,4,103,27.5,0,1,2,2,0
126,4,104,27.5,0,1,2,2,0
136,1,149,22,0,1,1,2,1
136,1,146,23,0,0,1,2,1
136,1,140,22,0,1,1,2,1
136,1,141,20,0,0,1,2,1
136,1,150,22,0,0,1,2,1
136,1,139,22,0,0,1,2,1
129,1,149,15,0,0,1,2,1
129,1,146,10,0,0,1,2,1
129,1,140,18,0,1,1,2,1
129,1,141,15,0,0,1,2,1
129,1,150,17,0,0,1,2,1
129,1,139,15,0,0,1,2,1
134,1,142,25,0,1,1,2,1
134,1,144,26,0,1,1,2,1
134,1,147,27,0,1,1,2,1
134,1,145,28,0,1,1,2,1
134,1,143,29,0,1,1,2,1
134,1,148,27,0,1,1,2,1
128,1,142,10,0,0,1,2,1
128,1,144,15,0,1,1,2,1
128,1,147,10,0,1,1,2,1
128,1,145,20,0,0,1,2,1
128,1,143,10,0,1,1,2,1
128,1,148,30,0,1,1,2,1
138,1,142,15,0,0,1,2,1
138,1,144,20,0,1,1,2,1
138,1,147,25,0,1,1,2,1
138,1,145,30,0,1,1,2,1
138,1,143,35,0,1,1,2,1
138,1,148,30,0,1,1,2,1
130,1,149,30,0,1,1,2,1
130,1,146,30,0,0,1,2,1
130,1,140,30,0,1,1,2,1
130,1,141,30,0,1,1,2,1
130,1,150,30,0,1,1,2,1
130,1,139,30,0,1,1,2,1
133,1,149,22,0,1,1,2,1
133,1,146,20,0,0,1,2,1
133,1,140,22,0,1,1,2,1
133,1,141,25,0,1,1,2,1
133,1,150,24,0,0,1,2,1
133,1,139,26,0,0,1,2,1
137,1,142,20,0,1,1,2,1
137,1,144,20,0,1,1,2,1
137,1,147,20,0,1,1,2,1
137,1,145,20,0,0,1,2,1
137,1,143,20,0,1,1,2,1
137,1,148,20,0,1,1,2,1
131,1,149,30,0,1,1,2,1
131,1,146,35,0,1,1,2,1
131,1,140,30,0,1,1,2,1
131,1,141,28,0,1,1,2,1
131,1,150,25,0,1,1,2,1
131,1,139,27,0,0,1,2,1
127,1,142,10,0,0,1,2,1
127,1,144,15,0,1,1,2,1
127,1,147,20,0,1,1,2,1
127,1,145,25,0,1,1,2,1
127,1,143,25,0,1,1,2,1
127,1,148,15,0,1,1,2,1
132,1,142,15,0,0,1,2,1
132,1,144,15,0,1,1,2,1
132,1,147,15,0,1,1,2,1
132,1,145,20,0,1,1,2,1
132,1,143,20,0,1,1,2,1
132,1,148,25,0,1,1,2,1
135,1,149,28,0,1,1,2,1
135,1,146,27,0,0,1,2,1
135,1,140,26,0,1,1,2,1
135,1,141,25,0,1,1,2,1
135,1,150,24,0,0,1,2,1
135,1,139,23,0,0,1,2,1
136,1,145,22,0,1,2,2,1
136,1,144,22,0,1,2,2,1
136,1,147,23,0,1,2,2,1
136,1,142,23,0,1,2,2,1
136,1,143,23,0,1,2,2,1
136,1,148,23,0,1,2,2,1
137,1,146,20,0,0,2,2,1
137,1,150,20,0,1,2,2,1
137,1,149,20,0,1,2,2,1
137,1,140,20,0,1,2,2,1
137,1,139,20,0,0,2,2,1
137,1,141,20,0,1,2,2,1
130,1,145,30,0,1,2,2,1
130,1,144,30,0,1,2,2,1
130,1,147,30,0,1,2,2,1
130,1,142,30,0,1,2,2,1
130,1,143,30,0,1,2,2,1
130,1,148,30,0,1,2,2,1
132,1,146,15,0,0,2,2,1
132,1,150,16,0,0,2,2,1
132,1,149,17,0,0,2,2,1
132,1,140,18,0,1,2,2,1
132,1,139,19,0,0,2,2,1
132,1,141,20,0,0,2,2,1
129,1,145,18,0,0,2,2,1
129,1,144,18,0,1,2,2,1
129,1,147,17,0,1,2,2,1
129,1,142,17,0,1,2,2,1
129,1,143,15,0,1,2,2,1
129,1,148,15,0,1,2,2,1
128,1,146,30,0,1,2,2,1
128,1,150,35,0,1,2,2,1
128,1,149,45,0,1,2,2,1
128,1,140,25,0,1,2,2,1
128,1,139,40,0,1,2,2,1
128,1,141,45,0,1,2,2,1
138,1,146,5,0,0,2,2,1
138,1,150,10,0,0,2,2,1
138,1,149,15,0,0,2,2,1
138,1,140,20,0,1,2,2,1
138,1,139,25,0,1,2,2,1
138,1,141,25,0,1,2,2,1
133,1,145,22,0,1,2,2,1
133,1,144,23,0,1,2,2,1
133,1,147,24,0,1,2,2,1
133,1,142,25,0,1,2,2,1
133,1,143,26,0,1,2,2,1
133,1,148,28,0,1,2,2,1
134,1,146,25,0,1,2,2,1
134,1,150,26,0,1,2,2,1
134,1,149,26,0,1,2,2,1
134,1,140,26,0,1,2,2,1
134,1,139,27,0,1,2,2,1
134,1,141,27,0,1,2,2,1
135,1,145,30,0,1,2,2,1
135,1,144,29,0,1,2,2,1
135,1,147,28,0,1,2,2,1
135,1,142,27,0,1,2,2,1
135,1,143,26,0,1,2,2,1
135,1,148,25,0,1,2,2,1
131,1,145,28,0,1,2,2,1
131,1,144,29,0,1,2,2,1
131,1,147,27,0,1,2,2,1
131,1,142,30,0,1,2,2,1
131,1,143,31,0,1,2,2,1
131,1,148,28,0,1,2,2,1
127,1,146,15,0,0,2,2,1
127,1,150,20,0,1,2,2,1
127,1,149,25,0,1,2,2,1
127,1,140,20,0,1,2,2,1
127,1,139,15,0,0,2,2,1
127,1,141,15,0,0,2,2,1
163,1,174,25,0,1,1,3,1
163,1,178,25,0,1,1,3,1
163,1,170,25,0,1,1,3,1
163,1,179,25,0,1,1,3,1
163,1,172,25,0,1,1,3,1
158,1,168,15,0,1,1,3,1
158,1,173,20,0,1,1,3,1
158,1,166,23,0,1,1,3,1
158,1,177,10,0,0,1,3,1
158,1,169,30,0,1,1,3,1
164,1,174,5,0,0,1,3,1
164,1,178,10,0,0,1,3,1
164,1,170,5,0,0,1,3,1
164,1,179,10,0,0,1,3,1
164,1,172,5,0,0,1,3,1
154,1,174,0,0,0,1,3,1
154,1,178,5,0,0,1,3,1
154,1,170,0,0,0,1,3,1
154,1,179,5,0,0,1,3,1
154,1,172,7,0,0,1,3,1
162,1,180,30,0,1,1,3,1
162,1,176,30,0,1,1,3,1
162,1,171,30,0,1,1,3,1
162,1,175,30,0,1,1,3,1
162,1,167,30,0,1,1,3,1
152,1,174,25,0,1,1,3,1
152,1,178,25,0,1,1,3,1
152,1,170,25,0,1,1,3,1
152,1,179,25,0,1,1,3,1
152,1,172,25,0,1,1,3,1
157,1,168,1,0,0,1,3,1
157,1,173,5,0,0,1,3,1
157,1,166,7,0,0,1,3,1
157,1,177,4,0,0,1,3,1
157,1,169,10,0,0,1,3,1
165,1,168,26,0,1,1,3,1
165,1,173,27,0,1,1,3,1
165,1,166,28,0,1,1,3,1
165,1,177,29,0,1,1,3,1
165,1,169,30,0,1,1,3,1
153,1,168,28,0,1,1,3,1
153,1,173,27,0,1,1,3,1
153,1,166,26,0,1,1,3,1
153,1,177,29,0,1,1,3,1
153,1,169,28,0,1,1,3,1
151,1,180,12,0,0,1,3,1
151,1,176,17,0,0,1,3,1
151,1,171,21,0,1,1,3,1
151,1,175,21,0,1,1,3,1
151,1,167,25,0,1,1,3,1
160,1,180,5,0,0,1,3,1
160,1,176,5,0,0,1,3,1
160,1,171,5,0,0,1,3,1
160,1,175,5,0,1,1,3,1
160,1,167,5,0,1,1,3,1
161,1,180,15,0,1,1,3,1
161,1,176,27,0,1,1,3,1
161,1,171,38,0,1,1,3,1
161,1,175,35,0,1,1,3,1
161,1,167,15,0,1,1,3,1
155,1,180,20,0,1,1,3,1
155,1,176,25,0,1,1,3,1
155,1,171,25,0,1,1,3,1
155,1,175,27,0,1,1,3,1
155,1,167,27,0,1,1,3,1
156,1,168,31,0,1,1,3,1
156,1,173,31,0,1,1,3,1
156,1,166,31,0,1,1,3,1
156,1,177,31,0,1,1,3,1
156,1,169,31,0,1,1,3,1
159,1,174,49,0,1,1,3,1
159,1,178,25,0,1,1,3,1
159,1,170,8,0,0,1,3,1
159,1,179,30,0,1,1,3,1
159,1,172,25,0,1,1,3,1
154,1,177,20,0,0,2,3,1
154,1,168,20,0,1,2,3,1
154,1,169,20,0,0,2,3,1
154,1,173,20,0,1,2,3,1
154,1,166,20,0,1,2,3,1
163,1,177,25,0,1,2,3,1
163,1,168,25,0,1,2,3,1
163,1,169,25,0,1,2,3,1
163,1,173,25,0,1,2,3,1
163,1,166,25,0,1,2,3,1
162,1,178,30,0,1,2,3,1
162,1,179,30,0,1,2,3,1
162,1,172,30,0,1,2,3,1
162,1,174,30,0,1,2,3,1
162,1,170,30,0,1,2,3,1
165,1,167,25,0,1,2,3,1
165,1,176,26,0,1,2,3,1
165,1,175,27,0,1,2,3,1
165,1,171,28,0,1,2,3,1
165,1,180,29,0,1,2,3,1
164,1,177,15,0,0,2,3,1
164,1,168,20,0,1,2,3,1
164,1,169,15,0,0,2,3,1
164,1,173,10,0,1,2,3,1
164,1,166,20,0,1,2,3,1
153,1,167,27,0,1,2,3,1
153,1,176,27,0,1,2,3,1
153,1,175,26,0,1,2,3,1
153,1,171,26,0,1,2,3,1
153,1,180,26,0,1,2,3,1
152,1,177,25,0,1,2,3,1
152,1,168,25,0,1,2,3,1
152,1,169,25,0,1,2,3,1
152,1,173,25,0,1,2,3,1
152,1,166,25,0,1,2,3,1
157,1,167,7,0,0,2,3,1
157,1,176,8,0,0,2,3,1
157,1,175,9,0,1,2,3,1
157,1,171,10,0,0,2,3,1
157,1,180,13,0,1,2,3,1
156,1,167,26,0,1,2,3,1
156,1,176,27,0,1,2,3,1
156,1,175,28,0,1,2,3,1
156,1,171,29,0,1,2,3,1
156,1,180,30,0,1,2,3,1
158,1,167,20,0,0,2,3,1
158,1,176,15,0,0,2,3,1
158,1,175,15,0,1,2,3,1
158,1,171,20,0,1,2,3,1
158,1,180,27,0,1,2,3,1
155,1,178,15,0,1,2,3,1
155,1,179,17,0,0,2,3,1
155,1,172,20,0,1,2,3,1
155,1,174,20,0,0,2,3,1
155,1,170,25,0,0,2,3,1
161,1,178,15,0,1,2,3,1
161,1,179,27,0,1,2,3,1
161,1,172,38,0,1,2,3,1
161,1,174,35,0,1,2,3,1
161,1,170,20,0,0,2,3,1
159,1,177,20,0,1,2,3,1
159,1,168,15,0,1,2,3,1
159,1,169,25,0,1,2,3,1
159,1,173,27,0,1,2,3,1
159,1,166,24,0,1,2,3,1
151,1,178,19,0,1,2,3,1
151,1,179,24,0,0,2,3,1
151,1,172,18,0,0,2,3,1
151,1,174,26,0,1,2,3,1
151,1,170,21,0,0,2,3,1
160,1,178,8.9899997711,0,0,2,3,1
160,1,179,7.9899997711,0,0,2,3,1
160,1,172,8.5,0,0,2,3,1
160,1,174,10,0,0,2,3,1
160,1,170,8,0,0,2,3,1
153,1,178,25,0,1,3,3,1
153,1,174,25,0,1,3,3,1
153,1,172,25,0,1,3,3,1
153,1,170,25,0,0,3,3,1
153,1,179,25,0,1,3,3,1
164,1,167,15,0,1,3,3,1
164,1,175,10,0,1,3,3,1
164,1,176,10,0,0,3,3,1
164,1,171,10,0,0,3,3,1
164,1,180,15,0,1,3,3,1
163,1,167,25,0,1,3,3,1
163,1,175,25,0,1,3,3,1
163,1,176,25,0,1,3,3,1
163,1,171,25,0,1,3,3,1
163,1,180,25,0,1,3,3,1
154,1,167,20,0,1,3,3,1
154,1,175,20,0,1,3,3,1
154,1,176,20,0,1,3,3,1
154,1,171,20,0,1,3,3,1
154,1,180,20,0,1,3,3,1
152,1,167,25,0,1,3,3,1
152,1,175,25,0,1,3,3,1
152,1,176,25,0,1,3,3,1
152,1,171,25,0,1,3,3,1
152,1,180,25,0,1,3,3,1
160,1,173,15,0,1,3,3,1
160,1,177,15,0,0,3,3,1
160,1,166,15,0,0,3,3,1
160,1,169,15,0,0,3,3,1
160,1,168,15,0,1,3,3,1
151,1,173,18,0,1,3,3,1
151,1,177,19,0,0,3,3,1
151,1,166,20,0,1,3,3,1
151,1,169,21,0,1,3,3,1
151,1,168,30,0,1,3,3,1
156,1,178,26,0,1,3,3,1
156,1,174,26,0,1,3,3,1
156,1,172,26,0,1,3,3,1
156,1,170,26,0,1,3,3,1
156,1,179,26,0,1,3,3,1
165,1,178,24,0,1,3,3,1
165,1,174,25,0,1,3,3,1
165,1,172,25,0,1,3,3,1
165,1,170,20,0,0,3,3,1
165,1,179,25,0,1,3,3,1
157,1,178,9,0,0,3,3,1
157,1,174,10,0,0,3,3,1
157,1,172,11,0,0,3,3,1
157,1,170,13,0,0,3,3,1
157,1,179,15,0,0,3,3,1
158,1,178,22,0,1,3,3,1
158,1,174,25,0,1,3,3,1
158,1,172,27,0,1,3,3,1
158,1,170,25,0,0,3,3,1
158,1,179,26,0,1,3,3,1
155,1,173,20,0,1,3,3,1
155,1,177,20,0,1,3,3,1
155,1,166,20,0,1,3,3,1
155,1,169,25,0,1,3,3,1
155,1,168,25,0,1,3,3,1
162,1,173,25,0,1,3,3,1
162,1,177,25,0,1,3,3,1
162,1,166,25,0,1,3,3,1
162,1,169,25,0,1,3,3,1
162,1,168,30,0,1,3,3,1
161,1,173,15,0,1,3,3,1
161,1,177,22,0,1,3,3,1
161,1,166,25,0,1,3,3,1
161,1,169,20,0,1,3,3,1
161,1,168,30,0,1,3,3,1
159,1,167,18,0,1,3,3,1
159,1,175,19,0,1,3,3,1
159,1,176,20,0,1,3,3,1
159,1,171,20,0,1,3,3,1
159,1,180,23,0,1,3,3,1
188,3,201,27,0,1,1,3,1
188,3,203,28,0,1,1,3,1
188,3,198,29,0,1,1,3,1
188,3,197,30,0,1,1,3,1
188,3,209,31,0,0,1,3,1
192,3,204,25,0,1,1,3,1
192,3,210,20,0,1,1,3,1
192,3,206,25,0,1,1,3,1
192,3,207,20,0,0,1,3,1
192,3,208,20,0,1,1,3,1
195,3,196,15,0,1,1,3,1
195,3,200,25,0,1,1,3,1
195,3,199,35,0,1,1,3,1
195,3,205,20,0,1,1,3,1
195,3,202,30,0,1,1,3,1
194,3,196,25,0,1,1,3,1
194,3,200,25,0,1,1,3,1
194,3,199,27,0,1,1,3,1
194,3,205,28,0,1,1,3,1
194,3,202,24,0,0,1,3,1
187,3,201,27,0,1,1,3,1
187,3,203,27,0,1,1,3,1
187,3,198,27,0,1,1,3,1
187,3,197,27,0,1,1,3,1
187,3,209,27,0,1,1,3,1
183,3,201,10,0,0,1,3,1
183,3,203,15,0,1,1,3,1
183,3,198,20,0,0,1,3,1
183,3,197,25,0,1,1,3,1
183,3,209,30,0,0,1,3,1
184,3,204,10,0,0,1,3,1
184,3,210,10,0,0,1,3,1
184,3,206,20,0,0,1,3,1
184,3,207,25,0,1,1,3,1
184,3,208,25,0,1,1,3,1
182,3,201,2,0,0,1,3,1
182,3,203,2,0,0,1,3,1
182,3,198,2,0,0,1,3,1
182,3,197,2,0,0,1,3,1
182,3,209,2,0,0,1,3,1
185,3,204,20,0,1,1,3,1
185,3,210,25,0,1,1,3,1
185,3,206,30,0,1,1,3,1
185,3,207,25,0,1,1,3,1
185,3,208,20,0,1,1,3,1
193,3,204,25,0,1,1,3,1
193,3,210,25,0,1,1,3,1
193,3,206,25,0,1,1,3,1
193,3,207,25,0,1,1,3,1
193,3,208,25,0,1,1,3,1
181,3,201,28,0,1,1,3,1
181,3,203,26,0,1,1,3,1
181,3,198,27,0,0,1,3,1
181,3,197,25,0,1,1,3,1
181,3,209,26,0,1,1,3,1
186,3,196,30,0,1,1,3,1
186,3,200,29,0,1,1,3,1
186,3,199,28,0,1,1,3,1
186,3,205,29,0,1,1,3,1
186,3,202,30,0,1,1,3,1
189,3,204,15,0,0,1,3,1
189,3,210,19,0,1,1,3,1
189,3,206,20,0,0,1,3,1
189,3,207,17,0,0,1,3,1
189,3,208,16,0,1,1,3,1
190,3,196,5,0,0,1,3,1
190,3,200,10,0,0,1,3,1
190,3,199,5,0,1,1,3,1
190,3,205,5,0,0,1,3,1
190,3,202,10,0,0,1,3,1
191,3,196,30,0,1,1,3,1
191,3,200,30,0,1,1,3,1
191,3,199,30,0,1,1,3,1
191,3,205,30,0,1,1,3,1
191,3,202,30,0,1,1,3,1
184,3,196,20,0,1,2,3,1
184,3,199,20,0,1,2,3,1
184,3,202,25,0,0,2,3,1
184,3,205,25,0,1,2,3,1
184,3,200,25,0,1,2,3,1
193,3,196,25,0,1,2,3,1
193,3,199,25,0,1,2,3,1
193,3,202,25,0,0,2,3,1
193,3,205,25,0,1,2,3,1
193,3,200,25,0,1,2,3,1
182,3,210,5,0,0,2,3,1
182,3,206,5,0,0,2,3,1
182,3,208,5,0,0,2,3,1
182,3,204,5,0,0,2,3,1
182,3,207,5,0,0,2,3,1
192,3,196,25,0,1,2,3,1
192,3,199,25,0,1,2,3,1
192,3,202,20,0,0,2,3,1
192,3,205,20,0,1,2,3,1
192,3,200,25,0,1,2,3,1
190,3,201,10,0,0,2,3,1
190,3,203,15,0,0,2,3,1
190,3,209,20,0,0,2,3,1
190,3,198,15,0,1,2,3,1
190,3,197,15,0,1,2,3,1
188,3,210,30,0,1,2,3,1
188,3,206,27,0,1,2,3,1
188,3,208,26,0,1,2,3,1
188,3,204,28,0,1,2,3,1
188,3,207,29,0,1,2,3,1
191,3,201,30,0,1,2,3,1
191,3,203,30,0,1,2,3,1
191,3,209,30,0,1,2,3,1
191,3,198,30,0,1,2,3,1
191,3,197,30,0,1,2,3,1
195,3,201,20,0,1,2,3,1
195,3,203,30,0,1,2,3,1
195,3,209,25,0,1,2,3,1
195,3,198,10,0,1,2,3,1
195,3,197,15,0,1,2,3,1
187,3,210,27,0,1,2,3,1
187,3,206,26,0,1,2,3,1
187,3,208,25,0,1,2,3,1
187,3,204,26,0,1,2,3,1
187,3,207,27,0,1,2,3,1
181,3,210,25,0,1,2,3,1
181,3,206,25,0,1,2,3,1
181,3,208,25,0,1,2,3,1
181,3,204,24,0,1,2,3,1
181,3,207,25,0,0,2,3,1
183,3,210,17,0,1,2,3,1
183,3,206,25,0,1,2,3,1
183,3,208,33,0,1,2,3,1
183,3,204,23,0,1,2,3,1
183,3,207,27,0,1,2,3,1
194,3,201,25,0,1,2,3,1
194,3,203,23,0,1,2,3,1
194,3,209,23,0,0,2,3,1
194,3,198,27,0,1,2,3,1
194,3,197,27,0,1,2,3,1
185,3,196,20,0,1,2,3,1
185,3,199,25,0,1,2,3,1
185,3,202,30,0,1,2,3,1
185,3,205,35,0,1,2,3,1
185,3,200,15,0,1,2,3,1
186,3,201,30,0,1,2,3,1
186,3,203,29,0,1,2,3,1
186,3,209,30,0,1,2,3,1
186,3,198,29,0,1,2,3,1
186,3,197,28,0,1,2,3,1
189,3,196,23,0,1,2,3,1
